#	Desert Ant	Honey Bee	Naïve	Expected Performance
0.05	1	1	1	1
0.2	0.487816741	0.602283728	0.501722909	0.25
0.5	0.231581619	0.283264856	0.256758663	0.1
0.7	0.181686679	0.216749784	0.195206738	0.071428571
0.9	0.167953071	0.195686487	0.174522486	0.055555556
