#	DesertAnt	HoneyBee	Naive		
0.1	0.16506		0.17089		0.14349	
0.3	0.21852		0.23792		0.17623	
0.5	0.25903		0.29047		0.19834	
0.7	0.2932		0.33432		0.21634	
1	0.33748		0.38529		0.23722	
