#	DesertAnt	HoneyBee	Naive
5	0.17832		0.1717		0.15479
20	0.23983		0.24393		0.19416
50	0.28148		0.29264		0.21956
70	0.31433		0.33047		0.23867
90	0.35422		0.37254		0.26066
