#	DesertAnt	HoneyBee	Naive		
50	0.822122785	0.922128384	0.754346366		
100	0.657142602	0.720253946	0.544440951		
200	0.451434046	0.441938549	0.345106489		
300	0.346412713	0.309473793	0.258365398		
500	0.245158027	0.210342885	0.191306838		
