1,0,0.163853094296296
1,0.2,0.119486333333334
1,0.25,0.126752913851852
1,0.333333,0.140492086814815
1,0.5,0.161644792518519
1,0.666667,0.181659692459259
1,0.75,0.179285020503704
1,0.8,0.182807781288889
1,1,0.167397088385185
2,0,0.162636913866667
2,0.2,0.152139261911111
2,0.25,0.144484388503704
2,0.333333,0.13524397402963
2,0.5,0.157386569896296
2,0.666667,0.174940591244444
2,0.75,0.177420259318518
2,0.8,0.182650315911111
2,1,0.172990293985185
3,0,0.159305395392593
3,0.2,0.119629120340741
3,0.25,0.12756879442963
3,0.333333,0.139460536651852
3,0.5,0.163355680444444
3,0.666667,0.183477822177778
3,0.75,0.183721152859259
3,0.8,0.186144899437037
3,1,0.163048903511111
4,0,0.163353443007407
4,0.2,0.160737113333333
4,0.25,0.158813789259259
4,0.333333,0.151803906548148
4,0.5,0.168543222992593
4,0.666667,0.151701447051852
4,0.75,0.171862738844444
4,0.8,0.190969000503704
4,1,0.219223401392592
