$c$,0.05,0.2,0.5,0.7,0.9
Desert Ant,1,0.487816741,0.231581619,0.181686679,0.167953071
Honey Bee,1,0.602283728,0.283264856,0.216749784,0.195686487
Naïve,1,0.501722909,0.256758663,0.195206738,0.174522486
Expected Performance,1,0.25,0.1,0.071428571,0.055555556
